title,release_date,early_access
"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",2011-02-28,False
Shadow Harvest: Phantom Ops,2011-04-05,False
Cities in Motion: Design Classics,2011-04-05,False
Ship Simulator Extremes: Ferry Pack,2011-04-05,False
"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",2011-04-06,False
STCC The Game 2 – Expansion Pack for RACE 07,2011-04-08,False
Anomaly: Warzone Earth,2011-04-08,False
Armada 2526,2010-06-10,False
Darkest Hour: A Hearts of Iron Game,2011-04-08,False
Dungeons: Into the Dark DLC Pack,2011-04-11,False
Dino D-Day,2011-04-08,False
Patrician IV: Rise of a Dynasty,2011-04-11,False
Portal 2,2011-04-18,False
Magicka: Vietnam,2011-04-12,False
Sanctum,2011-04-15,False
Majesty 2 Collection,2011-04-19,False
"Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC",2011-05-26,False
Dawn of War II: Retribution – The Last Stand,2011-04-20,False
"Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC",2011-05-26,False
Frozen Synapse,2011-05-26,False
"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC",2011-05-26,False
Winter Voices Episode 4: Amethyst Rivers,2011-05-27,False
Hunted: The Demon’s Forge™,2011-05-30,False
Hamilton's Great Adventure,2011-05-31,False
The Sims™ 3 Generations,2011-05-31,False
Cities in Motion: Tokyo,2011-05-31,False
Magicka: Nippon,2011-05-31,False
Ghostbusters: Sanctum of Slime Challenge Pack DLC,2011-06-01,False
Still Life 2,2009-08-10,False
Still Life,2005-06-06,False
Call of Duty®: Black Ops Escalation Content Pack,2011-06-02,False
Dungeon Siege III,2011-06-20,False
Duke Nukem Forever,2011-06-13,False
A.V.A. Alliance of Valiant Arms™,2011-06-14,False
Champions Online,2009-09-01,False
Spiral Knights,2011-06-14,False
Spectromancer - Truth &amp; Beauty,2011-06-13,False
Cities in Motion: Design Now,2011-06-14,False
Two Worlds II Castle Defense,2011-06-14,False
The Cat and the Coup,2011-06-15,False
Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,False
Ancients of Ooga,2011-05-20,False
Beat Hazard Ultra,2011-06-16,False
Frozen Synapse: Soundtrack,2011-06-16,False
Solar 2,2011-06-17,False
Ironclads: Schleswig War 1864,2011-06-21,False
Ironclads: Anglo Russian War 1866,2011-06-21,False
Magicka: Final Frontier,2011-06-21,False
Ironclads: Chincha Islands War 1866,2011-06-21,False
F.E.A.R. 3,2011-06-21,False
Magicka: Frozen Lake,2011-06-21,False
Magicka: The Watchtower,2011-06-21,False
Trainz Simulator DLC: The Duchess,2011-06-22,False
Magicka: Party Robes,2011-06-21,False
Europa Universalis III: Western - AD 1400 Spritepack,2011-06-23,False
Dungeons and Dragons: Daggerdale,2011-06-24,False
RETRO – Expansion Pack for RACE 07,2011-06-23,False
Farming Simulator 2011 Equipment Pack 2,2011-06-24,False
Europa Universalis III: Eastern - AD 1400 Spritepack,2011-06-23,False
Hearts of Iron III: For the Motherland,2011-06-28,False
Worms Reloaded: Puzzle Pack,2011-06-30,False
Worms Reloaded: Retro Pack,2011-06-30,False
Worms Reloaded: Time Attack Pack,2011-06-30,False
Dungeons: Map Pack DLC,2011-07-01,False
Worms Reloaded: Forts Pack,2011-06-30,False
Puzzle Agent 2,2011-06-30,False
Killing Floor: Steampunk Character Pack,2011-07-02,False
Pride of Nations: Spanish-American War 1898,2011-07-18,False
Tobe's Vertical Adventure,2011-07-18,False
Fallout New Vegas: Old World Blues,2011-07-18,False
"Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC",2011-07-19,False
IL-2 Sturmovik: Cliffs of Dover,2011-07-19,False
Lucid,2011-07-19,False
Train Simulator: BR Class 421 '4CIG' Loco,2011-07-19,False
Homefront: Express 870 Shotgun,2011-07-21,False
Runespell: Overture,2011-07-20,False
Men of War: Assault Squad - Skirmish Pack,2011-07-21,False
Aaaaa! - Brutal Concussion,2011-07-22,False
Delve Deeper: Treasures and Tunnels,2011-07-22,False
A.R.E.S.: Berzerker Suit,2011-07-22,False
Cities in Motion: Metro Stations,2011-07-22,False
Nancy Drew®: Secrets Can Kill REMASTERED,2010-08-24,False
ARMA: Cold War Assault,2011-08-08,False
SpaceChem: 63 Corvi,2011-07-22,False
Tropico 4,2011-09-01,False
Nancy Drew®: The Captive Curse,2011-06-28,False
Nancy Drew®: Trail of the Twister,2010-06-29,False
The Clockwork Man,2011-08-10,False
Pride of Nations: American Civil War 1862,2011-08-10,False
EDGE,2011-08-11,False
Civilization V - Civ and Scenario Pack: Korea,2011-08-11,False
Civilization V - Scenario Pack: Wonders of the Ancient World,2011-08-11,False
Sanctum: Official Soundtrack,2011-08-12,False
Hacker Evolution Duality,2011-08-15,False
Space Pirates and Zombies,2011-08-15,False
Section 8: Prejudice Frontier Colonies Map Pack,2011-08-16,False
Section 8: Prejudice Blitz Pack,2011-08-16,False
Section 8: Prejudice Overdrive Map Pack,2011-08-16,False
"Warhammer 40,000: Dawn of War II - Ultramarines Pack",2011-08-16,False
Fallout New Vegas®: Lonesome Road™,2011-09-20,False
Puzzle Pirates,2011-08-31,False
The Baconing,2011-08-31,False
"Warhammer 40,000: Space Marine",2011-09-05,False
Men of War: Vietnam,2011-09-08,False
Hard Reset Extended Edition,2012-07-12,False
Pride of Nations: The Franco-Prussian War 1870,2011-09-06,False
Wasteland Angel,2011-09-01,False
Rock of Ages,2011-09-07,False
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,False
Call of Juarez®: The Cartel,2011-09-13,False
Cities in Motion: German Cities,2011-09-14,False
Magic: The Gathering 2012 - Expansion,2011-09-14,False
Sengoku,2011-09-15,False
Astro Tripper,2011-09-15,False
Nancy Drew®: Shadow at the Water's Edge,2010-10-19,False
Two Worlds II - Pirates of the Flying Fortress,2011-09-20,False
Bunch of Heroes,2011-09-21,False
Duke Nukem Forever: Hail to the Icons Parody Pack,2011-10-11,False
Might &amp; Magic: Heroes VI,2011-10-13,False
Supreme Commander: Forged Alliance,2011-09-28,False
The Binding of Isaac,2011-09-28,False
Farming Simulator 2011 Equipment Pack 3,2011-09-29,False
Off-Road Drive,2011-09-29,False
Supreme Commander,2007-02-20,False
Fate of the World: Tipping Point,2011-09-29,False
Post Apocalyptic Mayhem: DLC - Chaos Pack,2011-09-29,False
Fate of the World: Denial,2011-09-29,False
Fate of the World: Migration,2011-09-29,False
Sniper: Ghost Warrior - Second Strike,2011-09-09,False
Air Conflicts: Secret Wars,2011-09-30,False
Fate of the World: Extras Pack,2011-09-29,False
Dead Rising 2: Off the Record,2011-10-11,False
The Baconing DLC - Roesha – One Bad Mutha Co-op Character,2011-10-11,False
Disciples III - Resurrection,2011-10-11,False
Memoir '44 Online,2011-10-12,False
Train Simulator: Amtrak Acela Express EMU Add-On,2011-10-13,False
Costume Quest,2011-10-14,False
The Sims™ 3 Pets,2011-10-18,False
Gratuitous Space Battles: The Parasites,2011-10-17,False
Serious Sam: The Random Encounter,2011-10-24,False
Before the Echo,2011-10-20,False
Puzzler World 2,2011-10-24,False
Airline Tycoon 2,2011-10-24,False
ArcaniA: Fall of Setarrif,2011-10-24,False
The Haunted: Hells Reach,2011-10-24,False
Orcs Must Die! - Artifacts of Power,2011-10-25,False
Dungeon Siege III: Treasures of the Sun,2011-10-25,False
DC Universe™ Online,2011-11-02,False
Saints Row: The Third Initiation Station,2011-11-01,False
Tropico 4: Junta Military DLC,2011-11-03,False
Sonic Generations Collection,2011-11-03,False
Nancy Drew®: Alibi in Ashes,2011-11-02,False
Orcs Must Die! - Lost Adventures,2011-11-08,False
Call of Duty®: Modern Warfare® 3,2011-11-08,False
L.A. Noire,2011-11-08,False
L.A. Noire: DLC Bundle,2011-11-08,False
Men of War: Assault Squad - MP Supply Pack Charlie,2011-11-09,False
Jamestown Soundtrack,2011-11-10,False
"Jamestown: Gunpowder, Treason, &amp; Plot",2011-11-10,False
Dungeon Defenders Halloween Costume Pack,2011-11-11,False
Dungeon Defenders Capture the Flag Pre-Alpha Pass (Free DLC),2011-11-11,False
Dungeon Defenders Halloween Mission Pack,2011-11-11,False
Fractal: Make Blooms Not War,2011-11-29,False
Magicka: Horror Props Item Pack,2011-11-29,False
SkyDrift,2011-11-21,False
Magicka: Holiday Spirit Item Pack,2011-11-29,False
Total War: SHOGUN 2 - The Hattori Clan Pack,2011-11-30,False
Total War: Shogun 2 - Blood Pack DLC,2011-11-30,False
Magicka: The Stars Are Left,2011-11-29,False
Europa Universalis III: Reformation SpritePack,2011-11-30,False
Europa Universalis III: Enlightenment SpritePack,2011-11-30,False
Real Warfare 1242,2010-06-11,False
Batman Arkham City: Nightwing Bundle,2011-12-01,False
Galactic Civilizations® II: Ultimate Edition,2011-12-02,False
Train Simulator: West Coast Main Line North Route Add-On,2011-12-01,False
APB Reloaded,2011-12-06,False
Blackwell Unbound,2012-01-13,False
Batman Arkham City: Robin Bundle,2011-12-01,False
Men of War: Assault Squad - Skirmish Pack 2,2011-12-12,False
Killing Floor - Steampunk Character Pack 2,2011-12-07,False
Flatout 3: Chaos &amp; Destruction,2011-12-13,False
Assassin's Creed Revelations - The Ancestors Character Pack,2011-12-13,False
Dungeon Defenders The Great Turkey Hunt! Mission &amp; Costumes,2011-12-13,False
Tropico 4: Plantador DLC,2011-12-14,False
Earth Defense Force: Insect Armageddon,2011-12-14,False
Magic 2012 Deck Pack 2,2011-12-14,False
"Warhammer 40,000: Space Marine - Golden Relic Chainsword",2011-12-15,False
"Warhammer 40,000: Space Marine - Traitor Legions Pack",2011-12-15,False
Dungeons of Dredmor: Realm of the Diggle Gods,2011-12-14,False
"Warhammer 40,000: Space Marine - Emperor’s Elite Pack",2011-12-15,False
Pirates of Black Cove: Origins,2011-12-15,False
"Warhammer 40,000: Space Marine - Golden Relic Bolter",2011-12-15,False
Sanctum: X-Mas Carnage (Free DLC),2011-12-15,False
X3: Albion Prelude,2011-12-15,False
Trine 2: Complete Story,2013-06-06,False
Dungeon Defenders - Quest for the Lost Eternia Shards Part 1,2011-12-15,False
Satazius Demo,2011-12-16,False
Bunch of Heroes: Holiday Pack (Free DLC),2011-12-19,False
SATAZIUS,2011-12-16,False
Fable - The Lost Chapters,2011-12-19,False
Renegade Ops - Reinforcement Pack,2011-12-19,False
Crazy Machines 2: Happy New Year DLC,2011-12-19,False
Dungeon Defenders - Etherian Holiday Extravaganza,2011-12-20,False
Saints Row: The Third Warrior Pack,2011-12-20,False
Renegade Ops - Coldstrike Campaign,2011-12-19,False
"Warhammer 40,000: Space Marine - Alpha Legion Champion Armour Set",2011-12-20,False
"Warhammer 40,000: Space Marine - Salamanders Veteran Armour Set",2011-12-20,False
"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set",2011-12-20,False
"Warhammer 40,000: Space Marine - Legion of the Damned Armour Set",2011-12-20,False
"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack",2011-12-20,False
Earth Defense Force Tactician Advanced Tech Package,2011-12-20,False
Earth Defense Force Aerialist Munitions Package,2011-12-20,False
Earth Defense Force Trooper Special Issue Enforcer Package,2011-12-20,False
Batman Arkham City: Challenge Map Pack,2011-12-21,False
Batman Arkham City: Arkham City Skins Pack,2011-12-21,False
Earth Defense Force Battle Armor Weapon Chest,2011-12-20,False
Oil Rush,2012-01-25,False
Train Simulator: Woodhead Route Add-On,2012-01-26,False
King Arthur II: The Role-Playing Wargame,2012-01-27,False
King Arthur II: Dead Legions,2012-01-27,False
Serious Sam 2,2005-10-11,False
Fortune Summoners,2012-01-30,False
Star Trek Online,2010-02-02,False
Dungeon Defenders: Barbarian Hero DLC,2012-01-31,False
Dungeon Defenders: Assault Mission Pack,2012-01-31,False
Jagged Alliance - Back in Action,2012-02-08,False
Pineapple Smash Crew,2012-02-02,False
Victoria II: A House Divided,2012-02-02,False
PixelJunk™ Eden,2012-02-02,False
Pixeljunk Eden Soundtrack,2012-02-02,False
Snuggle Truck,2012-02-03,False
Titan Attacks!,2012-02-03,False
Dead Rising 2: Off the Record BBQ Chef Skills Pack,2012-02-06,False
Dead Rising 2: Off the Record COSPLAY Skills Pack,2012-02-06,False
Choplifter HD - Night Avenger Chopper,2012-02-14,False
Crusader Kings II,2012-02-14,False
Crusader Kings II: Dynasty Shields,2012-02-14,False
Crusader Kings II: Mongol Faces,2012-02-14,False
Xotic DLC: Pipe Works Expansion Pack,2012-02-15,False
Choplifter HD - Zombie Zombie Zombie,2012-02-14,False
Alan Wake,2012-02-16,False
Train Simulator: Glasgow Airport Rail Link Route Add-On,2010-05-05,False
Magicka: Lonely Island Cruise,2012-02-16,False
Postal III,2011-12-21,False
Starpoint Gemini,2012-02-16,False
Dustforce Soundtrack,2012-02-17,False
Realm of the Mad God,2012-02-20,False
Hearts of Iron III: Dies Irae Stars &amp; Stripes Spritepack,2012-02-20,False
Saints Row: The Third - Gangstas in Space,2012-02-21,False
Pickers,2012-02-22,False
1000 Amps,2012-02-22,False
Assassin's Creed® Revelations - The Lost Archive,2012-02-28,False
Rayman® Origins,2012-03-29,False
Painkiller: Recurring Evil,2012-02-29,False
Spiral Knights: Operation Crimson Hammer,2012-02-29,False
Train Simulator: DB Freight: 1970s Loco Add-On,2012-03-01,False
Cities In Motion: Design Dreams,2012-02-29,False
Vessel,2012-03-01,False
iBomber Defense Pacific,2012-03-01,False
Luxor Evolved,2012-03-01,False
Alan Wake Collector's Edition Extras,2012-03-02,False
The Sims™ 3 Showtime,2012-03-06,False
Stacking,2012-03-06,False
Containment: The Zombie Puzzler,2012-03-02,False
Train Simulator: Cologne-Dusseldorf Route Add-On,2012-03-08,False
Train Simulator: South West Trains Class 444 EMU Add-On,2012-03-08,False
Wizorb,2012-03-14,False
Defenders of Ardania,2012-03-14,False
Jane's Advanced Strike Fighters,2012-03-08,False
Bumbledore,2012-03-15,False
Dungeon Defenders - President's Day Surprise,2012-03-15,False
ToeJam &amp; Earl in Panic on Funkotron,2012-03-14,False
Dungeon Defenders - Quest for the Lost Eternia Shards Part 2,2012-03-15,False
Cubemen,2012-03-16,False
Myst V,2012-03-16,False
Dungeon Defenders Lucky Costume Pack,2012-03-16,False
Space Ark,2012-03-16,False
Ys: The Oath in Felghana,2012-03-19,False
Take On Helicopters: Hinds,2012-03-20,False
Waveform,2012-03-20,False
Saints Row: The Third - The Trouble with Clones DLC,2012-03-20,False
Mutant Storm: Reloaded,2012-03-21,False
Warp,2012-03-21,False
Kingdoms of Amalur: Reckoning - Legend of Dead Kel,2012-03-20,False
Total War: Shogun 2 - Fall of the Samurai,2012-03-22,False
Yesterday,2012-03-22,False
Fowl Space,2012-03-21,False
Crazy Machines Elements DLC - Collision Course &amp; Mental Activity,2012-03-23,False
Midnight Mysteries 3: Devil on the Mississippi,2012-03-28,False
Midnight Mysteries 4: Haunted Houdini,2012-03-28,False
Tropico 4: Modern Times,2012-03-29,False
3SwitcheD,2012-03-29,False
Train Simulator: Freightliner Class 70 Loco Add-On,2012-03-29,False
Dungeon Defenders: Series EV Hero DLC,2012-03-29,False
Ridge Racer™ Unbounded,2012-03-29,False
Hegemony Gold: Wars of Ancient Greece,2012-03-30,False
Confrontation,2012-04-04,False
Train Simulator: Settle to Carlisle Route Add-on,2012-04-05,False
"Hack, Slash, Loot",2012-04-05,False
Dungeon Defenders: Penny Arcade Character Pack,2012-04-05,False
The White Laboratory Demo,2012-04-06,False
Atooms to Moolecules Demo,2012-04-06,False
Imagine Earth,2014-05-20,True
Scary Girl,2012-04-09,False
Airline Tycoon 2: Honey Airlines DLC,2012-04-19,False
Risen 2: Dark Waters,2012-04-26,False
Dungeon Defenders: Quest for the Lost Eternia Shards Part 3,2012-04-26,False
Risen 2: Dark Waters - A Pirate's Clothes DLC,2012-04-27,False
Risen 2: Dark Waters - Treasure Isle DLC,2012-04-27,False
Binary Domain,2012-04-27,False
Analogue: A Hate Story,2012-04-27,False
Toy Soldiers,2012-04-27,False
Analogue: A Hate Story Soundtrack,2012-04-30,False
Total War: SHOGUN 2 - Dragon War Battle Pack,2012-05-01,False
Saints Row: The Third - Steelport Gangs Pack,2012-05-01,False
Phantasy Star III: Generations of Doom,2012-05-02,False
Phantasy Star II,2012-05-02,False
The Revenge of Shinobi,2012-05-02,False
Streets of Rage 3,2012-05-02,False
Phantasy Star IV: The End of the Millennium,2012-05-02,False
VectorMan 2,2012-05-02,False
Sanctum: Yogscave (Free DLC),2012-05-03,False
Train Simulator: Settle Carlisle Specials Add-On,2012-05-03,False
Ticket to Ride - USA 1910,2012-05-24,False
Wonder Boy in Monster World,2012-05-02,False
Cities in Motion: Paris,2012-05-15,False
Jagged Alliance - Back in Action: Shades of Red DLC,2012-05-15,False
Serious Sam HD: The Second Encounter,2010-04-28,False
Serious Sam HD: The Second Encounter - Legend of the Beast DLC,2012-05-15,False
Nancy Drew®: Tomb of the Lost Queen,2012-05-16,False
Dead Hungry Diner,2012-05-16,False
Train Simulator: BR Class 423 ‘4VEP’ EMU Add-On,2012-05-17,False
Train Simulator: Portsmouth Direct Line Route Add-On,2012-05-17,False
Resident Evil: Operation Raccoon City,2012-05-18,False
Alien Shooter 2 Conscription,2012-05-18,False
Gratuitous Tank Battles,2012-05-17,False
Farming Simulator Farming Classics Pack 4,2012-05-18,False
Ticket to Ride - Europe,2012-05-24,False
Ticket to Ride,2012-05-24,False
Train Simulator: DB BR143 Loco Add-On,2012-05-24,False
Train Simulator: Class 67 Diamond Jubilee Loco Add-On,2012-05-31,False
Ys Origin,2012-05-31,False
Dungeon Defenders: Talay Mining Complex Mission Pack,2012-05-31,False
Max Payne 3 Rockstar Pass,2012-05-31,False
Max Payne 3,2012-05-31,False
Binary Domain - Multiplayer Map Pack,2012-06-01,False
Binary Domain - Dan Marshall Pack,2012-06-01,False
Waveform: Eris,2012-06-04,False
Dungeons of Dredmor: You Have To Name The Expansion Pack,2012-06-05,False
The Lord of the Rings Online™,2012-06-06,False
Splice,2012-06-13,False
Indie Game: The Movie,2012-06-12,False
Krater,2012-06-12,False
LEGO® Batman 2 DC Super Heroes™,2012-06-22,False
Quantum Conundrum: The Desmond Debacle,2012-06-21,False
Vindictus,2012-06-22,False
Sniper Elite V2 - Kill Hitler + 2 Rifles,2012-06-06,False
Call of Duty®: Modern Warfare® 3 Collection 2,2012-06-21,False
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,False
The Dark Eye: Chains of Satinav,2012-06-22,False
Dungeons &amp; Dragons Online® Menace of the Underdark™,2012-06-25,False
Dungeons &amp; Dragons Online®,2012-06-25,False
Tom Clancy's Ghost Recon: Future Soldier™,2012-06-26,False
Crusader Kings II: Songs of the Caliph,2012-06-26,False
Expansion - Crusader Kings II: Sword of Islam,2012-06-26,False
Quantum Conundrum,2012-06-21,False
Tribes: Ascend,2012-06-27,False
Killing Floor - Harold Lott Character Pack,2012-07-05,False
Divine Divinity,2002-09-20,False
Crusader Kings II: African Unit Pack,2012-06-26,False
Xotic DLC: Warp Field Expansion Pack,2012-07-06,False
Foreign Legion: Multi Massacre,2012-07-09,False
Dungeon Defenders  - Quest for the Lost Eternia Shards Part 4,2012-07-10,False
Source Filmmaker,2012-07-10,False
Magic 2013 “Goblin Gangland” Deck Key,2012-07-11,False
Magic 2013 “Pack Instinct” Deck Key,2012-07-11,False
Street Fighter X Tekken: Hugo (Swap Costume),2012-07-20,False
Magic 2013 “Obedient Dead” Foil Conversion,2012-07-11,False
Magic 2013 “Goblin Gangland” Foil Conversion,2012-07-11,False
